universe,signal_ts,trading_day,side,limit_price,e2_limit,stop45,tp1,tp2,filled,cancel_reason,fill_ts,A_pnl,A_e2,A_exits,A_xts,B_pnl,B_e2,B_exits,B_xts,C_pnl,C_e2,C_exits,C_xts,D_pnl,D_e2,D_exits,D_xts
p1,2024-08-22T05:15:00.000Z,2024-08-22,buy,21342.75,21332.38,21322,21361.75,21363,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-22T06:30:00.000Z,2024-08-22,sell,21423.75,21447.75,21471.75,21348.5,21345.75,true,,2024-08-22T11:01:05.000Z,-485.00,0,S:10@21472.25,2024-08-22T13:30:36.000Z,-365.00,1,E2:5@21447.75|S:10@21472.25,2024-08-22T13:30:36.000Z,-365.00,1,E2:5@21447.75|S:10@21472.25,2024-08-22T13:30:36.000Z,-485.00,0,S:10@21472.25,2024-08-22T13:30:36.000Z
p5,2024-08-22T07:30:00.000Z,2024-08-22,sell,21385,21390.50,21396,21374.75,21373.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-22T08:30:00.000Z,2024-08-22,buy,21359,21352.38,21345.75,21363,21370,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2024-08-22T09:30:00.000Z,2024-08-22,sell,21398.25,21404.75,21411.25,21378.75,21372.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-22T10:00:00.000Z,2024-08-22,buy,21367,21359.63,21352.25,21374.75,21375.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-22T10:45:00.000Z,2024-08-22,buy,21347.75,21322.38,21297,21412,21415.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2024-08-22T11:45:00.000Z,2024-08-22,buy,21413.25,21400.13,21387,21431,21441.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-22T13:15:00.000Z,2024-08-22,sell,21471.5,21485.50,21499.5,21441,21436,true,,2024-08-22T13:30:36.000Z,1511.75,0,T1:4@21441.00|T2:3@21436.00|F:3@21043.75,2024-08-22T20:00:00.000Z,559.75,0,T1:2@21441.00|T2:2@21436.00|F:1@21043.75,2024-08-22T20:00:00.000Z,559.75,0,T1:2@21441.00|T2:2@21436.00|F:1@21043.75,2024-08-22T20:00:00.000Z,1511.75,0,T1:4@21441.00|T2:3@21436.00|F:3@21043.75,2024-08-22T20:00:00.000Z
p1,2024-08-22T13:30:00.000Z,2024-08-22,buy,21421.75,21406.38,21391,21460,21460.75,true,,2024-08-22T13:46:27.000Z,268.50,0,T1:4@21460.00|T2:3@21460.75|L:3@21421.25,2024-08-22T14:01:07.000Z,322.31,1,E2:5@21406.38|T1:4@21460.00|T2:3@21460.75|L:3@21413.56,2024-08-22T14:01:54.000Z,253.13,1,E2:5@21406.38|T1:4@21460.00|T2:3@21460.75|S:3@21390.50,2024-08-22T14:06:27.000Z,176.25,0,T1:4@21460.00|T2:3@21460.75|S:3@21390.50,2024-08-22T14:06:27.000Z
p4,2024-08-22T13:30:00.000Z,2024-08-22,sell,21496,21512.38,21528.75,21452,21446.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-22T14:15:00.000Z,2024-08-22,buy,21354.5,21331.25,21308,21402.5,21406,true,,2024-08-22T14:15:56.000Z,-470.00,0,S:10@21307.50,2024-08-22T15:19:18.000Z,-353.75,1,E2:5@21331.25|S:10@21307.50,2024-08-22T15:19:18.000Z,-353.75,1,E2:5@21331.25|S:10@21307.50,2024-08-22T15:19:18.000Z,-470.00,0,S:10@21307.50,2024-08-22T15:19:18.000Z
p1,2024-08-22T14:30:00.000Z,2024-08-22,sell,21421.5,21438.13,21454.75,21372,21371.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-22T15:00:00.000Z,2024-08-22,buy,21320.25,21306.50,21292.75,21337.25,21338.75,true,,2024-08-22T15:10:26.000Z,122.00,0,T1:4@21337.25|T2:3@21338.75|L:3@21319.75,2024-08-22T15:19:13.000Z,70.50,0,T1:2@21337.25|T2:2@21338.75|L:1@21319.75,2024-08-22T15:19:13.000Z,43.00,0,T1:2@21337.25|T2:2@21338.75|S:1@21292.25,2024-08-22T15:20:11.000Z,39.50,0,T1:4@21337.25|T2:3@21338.75|S:3@21292.25,2024-08-22T15:20:11.000Z
p3,2024-08-22T18:15:00.000Z,2024-08-22,sell,21108.5,21126.88,21145.25,21083.75,21081,true,,2024-08-22T18:19:49.000Z,180.00,0,T1:4@21083.75|T2:3@21081.00|L:3@21109.00,2024-08-22T19:02:23.000Z,244.31,1,E2:5@21126.88|T1:4@21083.75|T2:3@21081.00|L:3@21118.19,2024-08-22T19:02:46.000Z,467.63,1,E2:5@21126.88|T1:4@21083.75|T2:3@21081.00|F:3@21043.75,2024-08-22T20:00:00.000Z,375.75,0,T1:4@21083.75|T2:3@21081.00|F:3@21043.75,2024-08-22T20:00:00.000Z
p3,2024-08-22T19:15:00.000Z,2024-08-22,buy,21054.5,21041.00,21027.5,21101,21102.5,true,,2024-08-22T19:22:14.000Z,-275.00,0,S:10@21027.00,2024-08-22T19:32:51.000Z,-207.50,1,E2:5@21041.00|S:10@21027.00,2024-08-22T19:32:51.000Z,-207.50,1,E2:5@21041.00|S:10@21027.00,2024-08-22T19:32:51.000Z,-275.00,0,S:10@21027.00,2024-08-22T19:32:51.000Z
p3,2024-08-22T19:30:00.000Z,2024-08-22,buy,20980,20963.00,20946,21042.75,21063,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-22T20:00:00.000Z,2024-08-22,sell,21096.75,21112.50,21128.25,21032,21020.25,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p1,2024-08-22T20:15:00.000Z,2024-08-22,sell,21109.5,21125.13,21140.75,21055,21052.75,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p1,2024-08-22T22:15:00.000Z,2024-08-23,sell,21151.25,21175.75,21200.25,21113.25,21061.75,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p2,2024-08-23T01:45:00.000Z,2024-08-23,buy,21083.25,21074.50,21065.75,21104.75,21106,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-23T02:30:00.000Z,2024-08-23,sell,21130,21139.50,21149,21098.75,21097.25,true,,2024-08-23T03:41:11.000Z,-195.00,0,S:10@21149.50,2024-08-23T04:14:12.000Z,-147.50,1,E2:5@21139.50|S:10@21149.50,2024-08-23T04:14:12.000Z,-147.50,1,E2:5@21139.50|S:10@21149.50,2024-08-23T04:14:12.000Z,-195.00,0,S:10@21149.50,2024-08-23T04:14:12.000Z
p3,2024-08-23T05:00:00.000Z,2024-08-23,buy,21087.5,21067.63,21047.75,21136.5,21137.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-23T06:15:00.000Z,2024-08-23,buy,21118.5,21104.38,21090.25,21143.5,21145.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-23T07:30:00.000Z,2024-08-23,buy,21144,21134.50,21125,21165.5,21174.75,true,,2024-08-23T07:54:01.000Z,83.00,0,T1:4@21165.50|L:6@21143.50,2024-08-23T09:22:55.000Z,210.00,1,E2:5@21134.50|T1:4@21165.50|T2:3@21174.75|L:3@21138.75,2024-08-23T14:48:23.000Z,167.25,1,E2:5@21134.50|T1:4@21165.50|T2:3@21174.75|S:3@21124.50,2024-08-23T14:48:35.000Z,119.75,0,T1:4@21165.50|T2:3@21174.75|S:3@21124.50,2024-08-23T14:48:35.000Z
p4,2024-08-23T08:00:00.000Z,2024-08-23,sell,21164.5,21173.88,21183.25,21153.75,21133.25,true,,2024-08-23T08:45:59.000Z,40.00,0,T1:4@21153.75|L:6@21165.00,2024-08-23T09:29:42.000Z,20.00,0,T1:2@21153.75|L:3@21165.00,2024-08-23T09:29:42.000Z,-36.25,0,T1:2@21153.75|S:3@21183.75,2024-08-23T10:04:05.000Z,-72.50,0,T1:4@21153.75|S:6@21183.75,2024-08-23T10:04:05.000Z
p5,2024-08-23T08:00:00.000Z,2024-08-23,buy,21117.25,21110.13,21103,21141.25,21142,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-23T08:30:00.000Z,2024-08-23,buy,21063.5,21039.75,21016,21152.25,21154.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-23T08:45:00.000Z,2024-08-23,sell,21187.25,21198.88,21210.5,21153.5,21151.5,true,,2024-08-23T10:04:05.000Z,-237.50,0,S:10@21211.00,2024-08-23T10:44:56.000Z,-179.38,1,E2:5@21198.88|S:10@21211.00,2024-08-23T10:44:56.000Z,-179.38,1,E2:5@21198.88|S:10@21211.00,2024-08-23T10:44:56.000Z,-237.50,0,S:10@21211.00,2024-08-23T10:44:56.000Z
p3,2024-08-23T12:15:00.000Z,2024-08-23,buy,21158,21146.25,21134.5,21172.5,21191.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-23T13:00:00.000Z,2024-08-23,buy,21194.5,21183.63,21172.75,21217.75,21242.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-23T13:45:00.000Z,2024-08-23,sell,21202,21216.50,21231,21164.5,21160.75,true,,2024-08-23T13:48:10.000Z,-295.00,0,S:10@21231.50,2024-08-23T14:00:03.000Z,-222.50,1,E2:5@21216.50|S:10@21231.50,2024-08-23T14:00:03.000Z,-222.50,1,E2:5@21216.50|S:10@21231.50,2024-08-23T14:00:03.000Z,-295.00,0,S:10@21231.50,2024-08-23T14:00:03.000Z
p4,2024-08-23T14:00:00.000Z,2024-08-23,buy,21186.25,21162.25,21138.25,21223,21230.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-23T14:15:00.000Z,2024-08-23,sell,21395,21417.38,21439.75,21275.75,21273.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2024-08-23T17:15:00.000Z,2024-08-23,buy,21124,21110.00,21096,21142.25,21144.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-25T22:45:00.000Z,2024-08-26,sell,21252.5,21273.63,21294.75,21189.5,21185.5,true,,2024-08-26T00:38:48.000Z,-427.50,0,S:10@21295.25,2024-08-26T07:33:41.000Z,-321.88,1,E2:5@21273.63|S:10@21295.25,2024-08-26T07:33:41.000Z,-321.88,1,E2:5@21273.63|S:10@21295.25,2024-08-26T07:33:41.000Z,-427.50,0,S:10@21295.25,2024-08-26T07:33:41.000Z
p2,2024-08-26T04:30:00.000Z,2024-08-26,sell,21246.5,21254.38,21262.25,21229.25,21223.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-26T06:30:00.000Z,2024-08-26,buy,21232.5,21220.00,21207.5,21264.25,21269,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-26T07:15:00.000Z,2024-08-26,sell,21265.25,21271.75,21278.25,21262,21262,true,,2024-08-26T07:15:01.000Z,21.25,0,T1:4@21262.00|T2:3@21262.00|L:3@21265.75,2024-08-26T07:16:09.000Z,12.50,0,T1:2@21262.00|T2:2@21262.00|L:1@21265.75,2024-08-26T07:16:09.000Z,-0.50,0,T1:2@21262.00|T2:2@21262.00|S:1@21278.75,2024-08-26T07:26:52.000Z,-17.75,0,T1:4@21262.00|T2:3@21262.00|S:3@21278.75,2024-08-26T07:26:52.000Z
p2,2024-08-26T08:00:00.000Z,2024-08-26,sell,21324.25,21336.00,21347.75,21287,21286,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2024-08-26T08:30:00.000Z,2024-08-26,buy,21277,21268.38,21259.75,21290.5,21292,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-26T10:30:00.000Z,2024-08-26,sell,21305,21313.50,21322,21295.75,21295.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-26T11:00:00.000Z,2024-08-26,buy,21255,21246.63,21238.25,21273.5,21284,true,,2024-08-26T11:07:29.000Z,-172.50,0,S:10@21237.75,2024-08-26T11:40:25.000Z,-130.63,1,E2:5@21246.63|S:10@21237.75,2024-08-26T11:40:25.000Z,-130.63,1,E2:5@21246.63|S:10@21237.75,2024-08-26T11:40:25.000Z,-172.50,0,S:10@21237.75,2024-08-26T11:40:25.000Z
real,2024-08-26T11:45:00.000Z,2024-08-26,sell,21273,21290.75,21308.5,21219,21215.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-26T12:45:00.000Z,2024-08-26,sell,21229.25,21241.38,21253.5,21181.75,21145,true,,2024-08-26T12:53:13.000Z,-247.50,0,S:10@21254.00,2024-08-26T13:34:16.000Z,-186.88,1,E2:5@21241.38|S:10@21254.00,2024-08-26T13:34:16.000Z,-186.88,1,E2:5@21241.38|S:10@21254.00,2024-08-26T13:34:16.000Z,-247.50,0,S:10@21254.00,2024-08-26T13:34:16.000Z
real,2024-08-26T18:00:00.000Z,2024-08-26,sell,21063,21084.13,21105.25,21049.5,20981.75,true,,2024-08-26T18:35:45.000Z,51.00,0,T1:4@21049.50|L:6@21063.50,2024-08-26T18:40:16.000Z,25.50,0,T1:2@21049.50|L:3@21063.50,2024-08-26T18:40:16.000Z,61.50,0,T1:2@21049.50|F:3@21051.50,2024-08-26T20:00:00.000Z,123.00,0,T1:4@21049.50|F:6@21051.50,2024-08-26T20:00:00.000Z
p5,2024-08-26T18:00:00.000Z,2024-08-26,sell,21037.75,21054.63,21071.5,20984.5,20982.5,true,,2024-08-26T18:26:30.000Z,-342.50,0,S:10@21072.00,2024-08-26T18:40:21.000Z,-258.13,1,E2:5@21054.63|S:10@21072.00,2024-08-26T18:40:21.000Z,-258.13,1,E2:5@21054.63|S:10@21072.00,2024-08-26T18:40:21.000Z,-342.50,0,S:10@21072.00,2024-08-26T18:40:21.000Z
p5,2024-08-26T19:45:00.000Z,2024-08-26,sell,21076.5,21093.13,21109.75,21021.25,21020.5,false,cutoff_1600_unfilled,,,,,,,,,,,,,,,,,
p4,2024-08-26T20:45:00.000Z,2024-08-26,sell,21066.75,21081.75,21096.75,21001,21000.5,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p5,2024-08-27T00:45:00.000Z,2024-08-27,sell,21063.5,21075.25,21087,21024,21013,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-27T01:00:00.000Z,2024-08-27,sell,21032.75,21044.00,21055.25,21007,21002.25,true,,2024-08-27T01:18:58.000Z,193.00,0,T1:4@21007.00|T2:3@21002.25|L:3@21033.25,2024-08-27T02:25:51.000Z,112.00,0,T1:2@21007.00|T2:2@21002.25|L:1@21033.25,2024-08-27T02:25:51.000Z,89.50,0,T1:2@21007.00|T2:2@21002.25|S:1@21055.75,2024-08-27T02:32:47.000Z,125.50,0,T1:4@21007.00|T2:3@21002.25|S:3@21055.75,2024-08-27T02:32:47.000Z
p2,2024-08-27T01:00:00.000Z,2024-08-27,buy,21001,20992.25,20983.5,21016.25,21018.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2024-08-27T02:15:00.000Z,2024-08-27,buy,20994.75,20986.00,20977.25,21027.25,21034.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-27T02:30:00.000Z,2024-08-27,buy,21023.5,21010.00,20996.5,21041,21049,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-27T02:45:00.000Z,2024-08-27,buy,21036,21028.25,21020.5,21054.75,21055.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-27T06:30:00.000Z,2024-08-27,sell,21070.25,21075.50,21080.75,21056.75,21053.25,true,,2024-08-27T06:37:34.000Z,103.50,0,T1:4@21056.75|T2:3@21053.25|L:3@21070.75,2024-08-27T07:40:04.000Z,121.88,1,E2:5@21075.50|T1:4@21056.75|T2:3@21053.25|L:3@21073.38,2024-08-27T07:59:08.000Z,98.25,1,E2:5@21075.50|T1:4@21056.75|T2:3@21053.25|S:3@21081.25,2024-08-27T08:01:32.000Z,72.00,0,T1:4@21056.75|T2:3@21053.25|S:3@21081.25,2024-08-27T08:01:32.000Z
p1,2024-08-27T06:45:00.000Z,2024-08-27,sell,21114,21127.50,21141,21064.25,21060.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-27T07:00:00.000Z,2024-08-27,sell,21103,21124.38,21145.75,21092.25,21061.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-27T08:15:00.000Z,2024-08-27,buy,21070.75,21054.13,21037.5,21104,21105,true,,2024-08-27T10:06:59.000Z,-337.50,0,S:10@21037.00,2024-08-27T10:27:51.000Z,-254.38,1,E2:5@21054.13|S:10@21037.00,2024-08-27T10:27:51.000Z,-254.38,1,E2:5@21054.13|S:10@21037.00,2024-08-27T10:27:51.000Z,-337.50,0,S:10@21037.00,2024-08-27T10:27:51.000Z
p1,2024-08-27T09:45:00.000Z,2024-08-27,sell,21115.75,21125.75,21135.75,21089.75,21088,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-27T10:15:00.000Z,2024-08-27,sell,21082,21095.63,21109.25,21048.5,21043,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-27T11:00:00.000Z,2024-08-27,buy,21016.25,21006.50,20996.75,21036.75,21037.25,true,,2024-08-27T11:02:36.000Z,143.50,0,T1:4@21036.75|T2:3@21037.25|L:3@21015.75,2024-08-27T12:19:38.000Z,82.50,0,T1:2@21036.75|T2:2@21037.25|L:1@21015.75,2024-08-27T12:19:38.000Z,63.00,0,T1:2@21036.75|T2:2@21037.25|S:1@20996.25,2024-08-27T12:39:18.000Z,85.00,0,T1:4@21036.75|T2:3@21037.25|S:3@20996.25,2024-08-27T12:39:18.000Z
p5,2024-08-27T11:15:00.000Z,2024-08-27,buy,20999.75,20982.13,20964.5,21007.5,21047,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-27T13:15:00.000Z,2024-08-27,sell,20960.5,20972.88,20985.25,20931.5,20921,true,,2024-08-27T13:15:53.000Z,-252.50,0,S:10@20985.75,2024-08-27T13:29:37.000Z,-190.63,1,E2:5@20972.88|S:10@20985.75,2024-08-27T13:29:37.000Z,-190.63,1,E2:5@20972.88|S:10@20985.75,2024-08-27T13:29:37.000Z,-252.50,0,S:10@20985.75,2024-08-27T13:29:37.000Z
p2,2024-08-27T13:45:00.000Z,2024-08-27,sell,20977.25,21003.00,21028.75,20935.25,20922.25,true,,2024-08-27T13:50:22.000Z,-520.00,0,S:10@21029.25,2024-08-27T14:10:56.000Z,-391.25,1,E2:5@21003.00|S:10@21029.25,2024-08-27T14:10:56.000Z,-391.25,1,E2:5@21003.00|S:10@21029.25,2024-08-27T14:10:56.000Z,-520.00,0,S:10@21029.25,2024-08-27T14:10:56.000Z
p4,2024-08-27T13:45:00.000Z,2024-08-27,sell,20978.25,20999.13,21020,20926.25,20923,true,,2024-08-27T13:50:22.000Z,-422.50,0,S:10@21020.50,2024-08-27T13:55:19.000Z,-318.13,1,E2:5@20999.13|S:10@21020.50,2024-08-27T13:55:19.000Z,-318.13,1,E2:5@20999.13|S:10@21020.50,2024-08-27T13:55:19.000Z,-422.50,0,S:10@21020.50,2024-08-27T13:55:19.000Z
p1,2024-08-27T14:00:00.000Z,2024-08-27,buy,20952.25,20932.63,20913,21009.75,21047.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-27T15:30:00.000Z,2024-08-27,sell,21167.5,21193.50,21219.5,21075.5,21074.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-27T23:30:00.000Z,2024-08-28,sell,21060,21070.75,21081.5,21031,21027.5,true,,2024-08-28T00:12:19.000Z,-220.00,0,S:10@21082.00,2024-08-28T02:15:18.000Z,-166.25,1,E2:5@21070.75|S:10@21082.00,2024-08-28T02:15:18.000Z,-166.25,1,E2:5@21070.75|S:10@21082.00,2024-08-28T02:15:18.000Z,-220.00,0,S:10@21082.00,2024-08-28T02:15:18.000Z
p4,2024-08-28T01:00:00.000Z,2024-08-28,sell,21115,21137.38,21159.75,21051.75,21048,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p5,2024-08-28T01:45:00.000Z,2024-08-28,buy,21050,21035.00,21020,21065.75,21066.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-28T02:00:00.000Z,2024-08-28,buy,21043.25,21028.63,21014,21069.25,21072.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2024-08-28T04:45:00.000Z,2024-08-28,buy,21071.25,21064.25,21057.25,21089.75,21099.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2024-08-28T05:15:00.000Z,2024-08-28,sell,21086.75,21092.88,21099,21077,21072.25,true,,2024-08-28T05:26:42.000Z,-127.50,0,S:10@21099.50,2024-08-28T06:23:16.000Z,-96.88,1,E2:5@21092.88|S:10@21099.50,2024-08-28T06:23:16.000Z,-96.88,1,E2:5@21092.88|S:10@21099.50,2024-08-28T06:23:16.000Z,-127.50,0,S:10@21099.50,2024-08-28T06:23:16.000Z
p1,2024-08-28T11:30:00.000Z,2024-08-28,buy,21075,21065.25,21055.5,21100.5,21102.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2024-08-28T12:00:00.000Z,2024-08-28,sell,21121.25,21137.25,21153.25,21067.5,21065.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-28T12:15:00.000Z,2024-08-28,buy,21027.5,21011.13,20994.75,21076,21104.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-28T12:45:00.000Z,2024-08-28,buy,21027.5,21003.00,20978.5,21065.25,21099.75,true,,2024-08-28T13:45:22.000Z,-495.00,0,S:10@20978.00,2024-08-28T14:06:28.000Z,-372.50,1,E2:5@21003.00|S:10@20978.00,2024-08-28T14:06:28.000Z,-372.50,1,E2:5@21003.00|S:10@20978.00,2024-08-28T14:06:28.000Z,-495.00,0,S:10@20978.00,2024-08-28T14:06:28.000Z
p1,2024-08-28T14:30:00.000Z,2024-08-28,sell,21096,21121.38,21146.75,21061,21029,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-28T15:15:00.000Z,2024-08-28,buy,20785,20769.25,20753.5,20825.75,20830.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-28T22:15:00.000Z,2024-08-29,sell,20733.75,20746.38,20759,20686.25,20685.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-29T00:45:00.000Z,2024-08-29,buy,20691.75,20677.63,20663.5,20720,20720.75,true,,2024-08-29T01:15:26.000Z,677.00,0,T1:4@20720.00|T2:3@20720.75|F:3@20850.75,2024-08-29T20:00:00.000Z,747.63,1,E2:5@20677.63|T1:4@20720.00|T2:3@20720.75|F:3@20850.75,2024-08-29T20:00:00.000Z,747.63,1,E2:5@20677.63|T1:4@20720.00|T2:3@20720.75|F:3@20850.75,2024-08-29T20:00:00.000Z,677.00,0,T1:4@20720.00|T2:3@20720.75|F:3@20850.75,2024-08-29T20:00:00.000Z
p2,2024-08-29T02:15:00.000Z,2024-08-29,buy,20644.75,20629.50,20614.25,20683.25,20689.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2024-08-29T06:30:00.000Z,2024-08-29,sell,20786.25,20790.00,20793.75,20778.25,20766.5,true,,2024-08-29T06:30:16.000Z,-80.00,0,S:10@20794.25,2024-08-29T06:31:27.000Z,-61.25,1,E2:5@20790.00|S:10@20794.25,2024-08-29T06:31:27.000Z,-61.25,1,E2:5@20790.00|S:10@20794.25,2024-08-29T06:31:27.000Z,-80.00,0,S:10@20794.25,2024-08-29T06:31:27.000Z
p2,2024-08-29T06:45:00.000Z,2024-08-29,sell,20820,20827.88,20835.75,20803.75,20795.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2024-08-29T06:45:00.000Z,2024-08-29,buy,20791,20783.75,20776.5,20811,20812,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-29T07:00:00.000Z,2024-08-29,sell,20810.5,20818.63,20826.75,20796.5,20794.25,true,,2024-08-29T07:01:49.000Z,-167.50,0,S:10@20827.25,2024-08-29T07:06:04.000Z,-126.88,1,E2:5@20818.63|S:10@20827.25,2024-08-29T07:06:04.000Z,-126.88,1,E2:5@20818.63|S:10@20827.25,2024-08-29T07:06:04.000Z,-167.50,0,S:10@20827.25,2024-08-29T07:06:04.000Z
p5,2024-08-29T07:45:00.000Z,2024-08-29,buy,20810.75,20792.88,20775,20855.5,20856,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-29T08:30:00.000Z,2024-08-29,sell,20885.25,20903.63,20922,20835,20830.75,true,,2024-08-29T09:03:20.000Z,-372.50,0,S:10@20922.50,2024-08-29T09:29:52.000Z,-280.63,1,E2:5@20903.63|S:10@20922.50,2024-08-29T09:29:52.000Z,-280.63,1,E2:5@20903.63|S:10@20922.50,2024-08-29T09:29:52.000Z,-372.50,0,S:10@20922.50,2024-08-29T09:29:52.000Z
p5,2024-08-29T09:00:00.000Z,2024-08-29,sell,20926.75,20946.63,20966.5,20854.75,20838.25,true,,2024-08-29T09:40:11.000Z,-402.50,0,S:10@20967.00,2024-08-29T10:09:06.000Z,-303.13,1,E2:5@20946.63|S:10@20967.00,2024-08-29T10:09:06.000Z,-303.13,1,E2:5@20946.63|S:10@20967.00,2024-08-29T10:09:06.000Z,-402.50,0,S:10@20967.00,2024-08-29T10:09:06.000Z
p3,2024-08-29T10:45:00.000Z,2024-08-29,sell,20928.75,20936.38,20944,20909.25,20904,true,,2024-08-29T10:48:27.000Z,150.75,0,T1:4@20909.25|T2:3@20904.00|L:3@20929.25,2024-08-29T11:38:27.000Z,88.00,0,T1:2@20909.25|T2:2@20904.00|L:1@20929.25,2024-08-29T11:38:27.000Z,72.75,0,T1:2@20909.25|T2:2@20904.00|S:1@20944.50,2024-08-29T11:48:57.000Z,105.00,0,T1:4@20909.25|T2:3@20904.00|S:3@20944.50,2024-08-29T11:48:57.000Z
p4,2024-08-29T11:15:00.000Z,2024-08-29,buy,20891,20883.75,20876.5,20905.25,20910.5,true,,2024-08-29T11:27:51.000Z,114.00,0,T1:4@20905.25|T2:3@20910.50|L:3@20890.50,2024-08-29T18:38:08.000Z,67.00,0,T1:2@20905.25|T2:2@20910.50|L:1@20890.50,2024-08-29T18:38:08.000Z,52.50,0,T1:2@20905.25|T2:2@20910.50|S:1@20876.00,2024-08-29T18:38:19.000Z,70.50,0,T1:4@20905.25|T2:3@20910.50|S:3@20876.00,2024-08-29T18:38:19.000Z
p1,2024-08-29T12:30:00.000Z,2024-08-29,buy,20900.25,20889.50,20878.75,20935.25,20936.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2024-08-29T15:00:00.000Z,2024-08-29,sell,21166.75,21184.75,21202.75,21099.75,21096.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2024-08-29T18:45:00.000Z,2024-08-29,buy,20761.75,20736.88,20712,20801.25,20847,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2024-08-30T06:15:00.000Z,2024-08-30,sell,20952,20960.13,20968.25,20933.25,20931,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
