Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
4166,Exit long,2025-06-24 15:24,X,22428,1,448520,40,0.01,445,0.10,-20,0.00,22810,0.23
4166,Entry long,2025-06-24 14:57,B=1|T=20250624T1857,22426,1,448520,40,0.01,445,0.10,-20,0.00,22810,0.23
4167,Exit long,2025-06-24 19:21,X,22399.75,1,448560,-565,-0.13,125,0.03,-870,-0.19,22245,0.22
4167,Entry long,2025-06-24 15:24,B=0|T=20250624T1924,22428,1,448560,-565,-0.13,125,0.03,-870,-0.19,22245,0.22
4168,Exit long,2025-06-24 21:15,X,22410,1,447995,205,0.05,700,0.16,-65,-0.01,22450,0.22
4168,Entry long,2025-06-24 19:21,B=1|T=20250624T2321,22399.75,1,447995,205,0.05,700,0.16,-65,-0.01,22450,0.22
4169,Exit long,2025-06-24 23:00,X,22409.5,1,448200,-10,0.00,45,0.01,-340,-0.08,22440,0.22
4169,Entry long,2025-06-24 21:15,B=0|T=20250625T0115,22410,1,448200,-10,0.00,45,0.01,-340,-0.08,22440,0.22
4170,Exit long,2025-06-25 02:15,X,22426,1,448190,330,0.07,545,0.12,-65,-0.01,22770,0.23
4170,Entry long,2025-06-24 23:00,B=1|T=20250625T0300,22409.5,1,448190,330,0.07,545,0.12,-65,-0.01,22770,0.23
4171,Exit long,2025-06-25 04:15,X,22429.25,1,448520,65,0.01,140,0.03,-400,-0.09,22835,0.23
4171,Entry long,2025-06-25 02:15,B=0|T=20250625T0615,22426,1,448520,65,0.01,140,0.03,-400,-0.09,22835,0.23
4172,Exit long,2025-06-25 04:18,X,22421,1,448585,-165,-0.04,0,0.00,-190,-0.04,22670,0.23
4172,Entry long,2025-06-25 04:15,B=1|T=20250625T0815,22429.25,1,448585,-165,-0.04,0,0.00,-190,-0.04,22670,0.23
4173,Exit long,2025-06-25 04:24,X,22428.5,1,448420,150,0.03,160,0.04,0,0.00,22820,0.23
4173,Entry long,2025-06-25 04:18,B=0|T=20250625T0818,22421,1,448420,150,0.03,160,0.04,0,0.00,22820,0.23
4174,Exit long,2025-06-25 04:27,X,22419.25,1,448570,-185,-0.04,30,0.01,-220,-0.05,22635,0.23
4174,Entry long,2025-06-25 04:24,B=1|T=20250625T0824,22428.5,1,448570,-185,-0.04,30,0.01,-220,-0.05,22635,0.23
4175,Exit long,2025-06-25 04:54,X,22426,1,448385,135,0.03,140,0.03,-245,-0.05,22770,0.23
4175,Entry long,2025-06-25 04:27,B=0|T=20250625T0827,22419.25,1,448385,135,0.03,140,0.03,-245,-0.05,22770,0.23
4176,Exit long,2025-06-25 05:51,X,22425.75,1,448520,-5,0.00,565,0.13,-65,-0.01,22765,0.23
4176,Entry long,2025-06-25 04:54,B=1|T=20250625T0854,22426,1,448520,-5,0.00,565,0.13,-65,-0.01,22765,0.23
4177,Exit long,2025-06-25 06:30,X,22438,1,448515,245,0.05,255,0.06,-245,-0.05,23010,0.23
4177,Entry long,2025-06-25 05:51,B=0|T=20250625T0951,22425.75,1,448515,245,0.05,255,0.06,-245,-0.05,23010,0.23
4178,Exit long,2025-06-25 09:27,X,22499.5,1,448760,1230,0.27,1470,0.33,-40,-0.01,24240,0.24
4178,Entry long,2025-06-25 06:30,B=1|T=20250625T1030,22438,1,448760,1230,0.27,1470,0.33,-40,-0.01,24240,0.24
4179,Exit long,2025-06-25 09:30,X,22512.25,1,449990,255,0.06,610,0.14,-130,-0.03,24495,0.24
4179,Entry long,2025-06-25 09:27,B=0|T=20250625T1327,22499.5,1,449990,255,0.06,610,0.14,-130,-0.03,24495,0.24
4180,Exit long,2025-06-25 09:48,X,22501.75,1,450245,-210,-0.05,720,0.16,-475,-0.11,24285,0.24
4180,Entry long,2025-06-25 09:30,B=1|T=20250625T1330,22512.25,1,450245,-210,-0.05,720,0.16,-475,-0.11,24285,0.24
4181,Exit long,2025-06-25 09:54,X,22526.25,1,450035,490,0.11,540,0.12,-320,-0.07,24775,0.25
4181,Entry long,2025-06-25 09:48,B=0|T=20250625T1348,22501.75,1,450035,490,0.11,540,0.12,-320,-0.07,24775,0.25
4182,Exit long,2025-06-25 10:00,X,22502.5,1,450525,-475,-0.11,165,0.04,-535,-0.12,24300,0.24
4182,Entry long,2025-06-25 09:54,B=1|T=20250625T1354,22526.25,1,450525,-475,-0.11,165,0.04,-535,-0.12,24300,0.24
4183,Exit long,2025-06-25 13:18,X,22454,1,450050,-970,-0.22,445,0.10,-1850,-0.41,23330,0.23
4183,Entry long,2025-06-25 10:00,B=0|T=20250625T1400,22502.5,1,450050,-970,-0.22,445,0.10,-1850,-0.41,23330,0.23
4184,Exit long,2025-06-25 13:33,X,22423.75,1,449080,-605,-0.13,175,0.04,-690,-0.15,22725,0.23
4184,Entry long,2025-06-25 13:18,B=1|T=20250625T1718,22454,1,449080,-605,-0.13,175,0.04,-690,-0.15,22725,0.23
4185,Exit long,2025-06-25 13:48,X,22431.75,1,448475,160,0.04,215,0.05,-705,-0.16,22885,0.23
4185,Entry long,2025-06-25 13:33,B=0|T=20250625T1733,22423.75,1,448475,160,0.04,215,0.05,-705,-0.16,22885,0.23
4186,Exit long,2025-06-25 13:51,X,22416.25,1,448635,-310,-0.07,80,0.02,-330,-0.07,22575,0.23
4186,Entry long,2025-06-25 13:48,B=1|T=20250625T1748,22431.75,1,448635,-310,-0.07,80,0.02,-330,-0.07,22575,0.23
4187,Exit long,2025-06-25 14:09,X,22420,1,448325,75,0.02,165,0.04,-285,-0.06,22650,0.23
4187,Entry long,2025-06-25 13:51,B=0|T=20250625T1751,22416.25,1,448325,75,0.02,165,0.04,-285,-0.06,22650,0.23
4188,Exit long,2025-06-25 18:33,X,22460.25,1,448400,805,0.18,1365,0.30,-250,-0.06,23455,0.23
4188,Entry long,2025-06-25 14:09,B=1|T=20250625T1809,22420,1,448400,805,0.18,1365,0.30,-250,-0.06,23455,0.23
4189,Exit long,2025-06-25 20:06,X,22465,1,449205,95,0.02,185,0.04,-450,-0.10,23550,0.24
4189,Entry long,2025-06-25 18:33,B=0|T=20250625T2233,22460.25,1,449205,95,0.02,185,0.04,-450,-0.10,23550,0.24
4190,Exit long,2025-06-25 20:09,X,22464.5,1,449300,-10,0.00,55,0.01,-60,-0.01,23540,0.24
4190,Entry long,2025-06-25 20:06,B=1|T=20250626T0006,22465,1,449300,-10,0.00,55,0.01,-60,-0.01,23540,0.24
4191,Exit long,2025-06-25 20:12,X,22470,1,449290,110,0.02,160,0.04,0,0.00,23650,0.24
4191,Entry long,2025-06-25 20:09,B=0|T=20250626T0009,22464.5,1,449290,110,0.02,160,0.04,0,0.00,23650,0.24
4192,Exit long,2025-06-25 21:21,X,22468.25,1,449400,-35,-0.01,240,0.05,-130,-0.03,23615,0.24
4192,Entry long,2025-06-25 20:12,B=1|T=20250626T0012,22470,1,449400,-35,-0.01,240,0.05,-130,-0.03,23615,0.24
4193,Exit long,2025-06-25 22:00,X,22471.25,1,449365,60,0.01,70,0.02,-145,-0.03,23675,0.24
4193,Entry long,2025-06-25 21:21,B=0|T=20250626T0121,22468.25,1,449365,60,0.01,70,0.02,-145,-0.03,23675,0.24
4194,Exit long,2025-06-25 22:36,X,22476.5,1,449425,105,0.02,285,0.06,-20,0.00,23780,0.24
4194,Entry long,2025-06-25 22:00,B=1|T=20250626T0200,22471.25,1,449425,105,0.02,285,0.06,-20,0.00,23780,0.24
4195,Exit long,2025-06-25 22:39,X,22475.75,1,449530,-15,0.00,0,0.00,-65,-0.01,23765,0.24
4195,Entry long,2025-06-25 22:36,B=0|T=20250626T0236,22476.5,1,449530,-15,0.00,0,0.00,-65,-0.01,23765,0.24
4196,Exit long,2025-06-25 22:42,X,22472,1,449515,-75,-0.02,0,0.00,-125,-0.03,23690,0.24
4196,Entry long,2025-06-25 22:39,B=1|T=20250626T0239,22475.75,1,449515,-75,-0.02,0,0.00,-125,-0.03,23690,0.24
4197,Exit long,2025-06-25 22:51,X,22477,1,449440,100,0.02,115,0.03,-20,0.00,23790,0.24
4197,Entry long,2025-06-25 22:42,B=0|T=20250626T0242,22472,1,449440,100,0.02,115,0.03,-20,0.00,23790,0.24
4198,Exit long,2025-06-25 22:57,X,22477.25,1,449540,5,0.00,60,0.01,-25,-0.01,23795,0.24
4198,Entry long,2025-06-25 22:51,B=1|T=20250626T0251,22477,1,449540,5,0.00,60,0.01,-25,-0.01,23795,0.24
4199,Exit long,2025-06-25 23:00,X,22481.5,1,449545,85,0.02,105,0.02,0,0.00,23880,0.24
4199,Entry long,2025-06-25 22:57,B=0|T=20250626T0257,22477.25,1,449545,85,0.02,105,0.02,0,0.00,23880,0.24
4200,Exit long,2025-06-25 23:48,X,22492.25,1,449630,215,0.05,450,0.10,-60,-0.01,24095,0.24
4200,Entry long,2025-06-25 23:00,B=1|T=20250626T0300,22481.5,1,449630,215,0.05,450,0.10,-60,-0.01,24095,0.24
4201,Exit long,2025-06-25 23:54,X,22496,1,449845,75,0.02,85,0.02,-15,0.00,24170,0.24
4201,Entry long,2025-06-25 23:48,B=0|T=20250626T0348,22492.25,1,449845,75,0.02,85,0.02,-15,0.00,24170,0.24
4202,Exit long,2025-06-26 00:03,X,22492,1,449920,-80,-0.02,40,0.01,-125,-0.03,24090,0.24
4202,Entry long,2025-06-25 23:54,B=1|T=20250626T0354,22496,1,449920,-80,-0.02,40,0.01,-125,-0.03,24090,0.24
4203,Exit long,2025-06-26 00:12,X,22496.5,1,449840,90,0.02,120,0.03,-35,-0.01,24180,0.24
4203,Entry long,2025-06-26 00:03,B=0|T=20250626T0403,22492,1,449840,90,0.02,120,0.03,-35,-0.01,24180,0.24
4204,Exit long,2025-06-26 00:21,X,22493.5,1,449930,-60,-0.01,30,0.01,-140,-0.03,24120,0.24
4204,Entry long,2025-06-26 00:12,B=1|T=20250626T0412,22496.5,1,449930,-60,-0.01,30,0.01,-140,-0.03,24120,0.24
4205,Exit long,2025-06-26 00:27,X,22496,1,449870,50,0.01,85,0.02,-50,-0.01,24170,0.24
4205,Entry long,2025-06-26 00:21,B=0|T=20250626T0421,22493.5,1,449870,50,0.01,85,0.02,-50,-0.01,24170,0.24
4206,Exit long,2025-06-26 01:12,X,22498.25,1,449920,45,0.01,240,0.05,-20,0.00,24215,0.24
4206,Entry long,2025-06-26 00:27,B=1|T=20250626T0427,22496,1,449920,45,0.01,240,0.05,-20,0.00,24215,0.24
4207,Exit long,2025-06-26 01:54,X,22508.5,1,449965,205,0.05,210,0.05,-90,-0.02,24420,0.24
4207,Entry long,2025-06-26 01:12,B=0|T=20250626T0512,22498.25,1,449965,205,0.05,210,0.05,-90,-0.02,24420,0.24
4208,Exit long,2025-06-26 05:09,X,22559.25,1,450170,1015,0.23,1365,0.30,-35,-0.01,25435,0.25
4208,Entry long,2025-06-26 01:54,B=1|T=20250626T0554,22508.5,1,450170,1015,0.23,1365,0.30,-35,-0.01,25435,0.25
4209,Exit long,2025-06-26 06:18,X,22573.5,1,451185,285,0.06,310,0.07,-355,-0.08,25720,0.26
4209,Entry long,2025-06-26 05:09,B=0|T=20250626T0909,22559.25,1,451185,285,0.06,310,0.07,-355,-0.08,25720,0.26
4210,Exit long,2025-06-26 06:36,X,22569.5,1,451470,-80,-0.02,155,0.03,-115,-0.03,25640,0.26
4210,Entry long,2025-06-26 06:18,B=1|T=20250626T1018,22573.5,1,451470,-80,-0.02,155,0.03,-115,-0.03,25640,0.26
4211,Exit long,2025-06-26 07:57,X,22577,1,451390,150,0.03,155,0.03,-300,-0.07,25790,0.26
4211,Entry long,2025-06-26 06:36,B=0|T=20250626T1036,22569.5,1,451390,150,0.03,155,0.03,-300,-0.07,25790,0.26
4212,Exit long,2025-06-26 08:18,X,22569.25,1,451540,-155,-0.03,160,0.04,-165,-0.04,25635,0.26
4212,Entry long,2025-06-26 07:57,B=1|T=20250626T1157,22577,1,451540,-155,-0.03,160,0.04,-165,-0.04,25635,0.26
4213,Exit long,2025-06-26 08:24,X,22570.75,1,451385,30,0.01,110,0.02,-35,-0.01,25665,0.26
4213,Entry long,2025-06-26 08:18,B=0|T=20250626T1218,22569.25,1,451385,30,0.01,110,0.02,-35,-0.01,25665,0.26
4214,Exit long,2025-06-26 08:30,X,22558.25,1,451415,-250,-0.06,190,0.04,-370,-0.08,25415,0.25
4214,Entry long,2025-06-26 08:24,B=1|T=20250626T1224,22570.75,1,451415,-250,-0.06,190,0.04,-370,-0.08,25415,0.25
4215,Exit long,2025-06-26 10:00,X,22561.25,1,451165,60,0.01,215,0.05,-1645,-0.36,25475,0.25
4215,Entry long,2025-06-26 08:30,B=0|T=20250626T1230,22558.25,1,451165,60,0.01,215,0.05,-1645,-0.36,25475,0.25
4216,Exit long,2025-06-26 10:03,X,22553.25,1,451225,-160,-0.04,225,0.05,-195,-0.04,25315,0.25
4216,Entry long,2025-06-26 10:00,B=1|T=20250626T1400,22561.25,1,451225,-160,-0.04,225,0.05,-195,-0.04,25315,0.25
4217,Exit long,2025-06-26 10:15,X,22562.5,1,451065,185,0.04,265,0.06,-320,-0.07,25500,0.26
4217,Entry long,2025-06-26 10:03,B=0|T=20250626T1403,22553.25,1,451065,185,0.04,265,0.06,-320,-0.07,25500,0.26
4218,Exit long,2025-06-26 11:27,X,22565.25,1,451250,55,0.01,985,0.22,-190,-0.04,25555,0.26
4218,Entry long,2025-06-26 10:15,B=1|T=20250626T1415,22562.5,1,451250,55,0.01,985,0.22,-190,-0.04,25555,0.26
4219,Exit long,2025-06-26 11:33,X,22587.5,1,451305,445,0.10,445,0.10,-305,-0.07,26000,0.26
4219,Entry long,2025-06-26 11:27,B=0|T=20250626T1527,22565.25,1,451305,445,0.10,445,0.10,-305,-0.07,26000,0.26
4220,Exit long,2025-06-26 12:42,X,22600.75,1,451750,265,0.06,905,0.20,-25,-0.01,26265,0.26
4220,Entry long,2025-06-26 11:33,B=1|T=20250626T1533,22587.5,1,451750,265,0.06,905,0.20,-25,-0.01,26265,0.26
4221,Exit long,2025-06-26 12:48,X,22609,1,452015,165,0.04,205,0.05,-80,-0.02,26430,0.26
4221,Entry long,2025-06-26 12:42,B=0|T=20250626T1642,22600.75,1,452015,165,0.04,205,0.05,-80,-0.02,26430,0.26
4222,Exit long,2025-06-26 12:54,X,22602.75,1,452180,-125,-0.03,65,0.01,-205,-0.05,26305,0.26
4222,Entry long,2025-06-26 12:48,B=1|T=20250626T1648,22609,1,452180,-125,-0.03,65,0.01,-205,-0.05,26305,0.26
4223,Exit long,2025-06-26 12:57,X,22607.25,1,452055,90,0.02,95,0.02,-55,-0.01,26395,0.26
4223,Entry long,2025-06-26 12:54,B=0|T=20250626T1654,22602.75,1,452055,90,0.02,95,0.02,-55,-0.01,26395,0.26
4224,Exit long,2025-06-26 13:00,X,22612.5,1,452145,105,0.02,145,0.03,-195,-0.04,26500,0.27
4224,Entry long,2025-06-26 12:57,B=1|T=20250626T1657,22607.25,1,452145,105,0.02,145,0.03,-195,-0.04,26500,0.27
4225,Exit long,2025-06-26 13:03,X,22616.5,1,452250,80,0.02,200,0.04,-25,-0.01,26580,0.27
4225,Entry long,2025-06-26 13:00,B=0|T=20250626T1700,22612.5,1,452250,80,0.02,200,0.04,-25,-0.01,26580,0.27
4226,Exit long,2025-06-26 14:54,X,22658.25,1,452330,835,0.18,1410,0.31,-60,-0.01,27415,0.27
4226,Entry long,2025-06-26 13:03,B=1|T=20250626T1703,22616.5,1,452330,835,0.18,1410,0.31,-60,-0.01,27415,0.27
4227,Exit long,2025-06-26 14:57,X,22667,1,453165,175,0.04,210,0.05,-25,-0.01,27590,0.28
4227,Entry long,2025-06-26 14:54,B=0|T=20250626T1854,22658.25,1,453165,175,0.04,210,0.05,-25,-0.01,27590,0.28
4228,Exit long,2025-06-26 15:03,X,22666.25,1,453340,-15,0.00,145,0.03,-55,-0.01,27575,0.28
4228,Entry long,2025-06-26 14:57,B=1|T=20250626T1857,22667,1,453340,-15,0.00,145,0.03,-55,-0.01,27575,0.28
4229,Exit long,2025-06-26 15:09,X,22670,1,453325,75,0.02,110,0.02,-110,-0.02,27650,0.28
4229,Entry long,2025-06-26 15:03,B=0|T=20250626T1903,22666.25,1,453325,75,0.02,110,0.02,-110,-0.02,27650,0.28
4230,Exit long,2025-06-26 15:12,X,22660,1,453400,-200,-0.04,10,0.00,-230,-0.05,27450,0.27
4230,Entry long,2025-06-26 15:09,B=1|T=20250626T1909,22670,1,453400,-200,-0.04,10,0.00,-230,-0.05,27450,0.27
4231,Exit long,2025-06-26 15:48,X,22683.25,1,453200,465,0.10,530,0.12,-150,-0.03,27915,0.28
4231,Entry long,2025-06-26 15:12,B=0|T=20250626T1912,22660,1,453200,465,0.10,530,0.12,-150,-0.03,27915,0.28
4232,Exit long,2025-06-26 15:57,X,22673.25,1,453665,-200,-0.04,215,0.05,-515,-0.11,27715,0.28
4232,Entry long,2025-06-26 15:48,B=1|T=20250626T1948,22683.25,1,453665,-200,-0.04,215,0.05,-515,-0.11,27715,0.28
4233,Exit long,2025-06-26 16:21,X,22670,1,453465,-65,-0.01,30,0.01,-645,-0.14,27650,0.28
4233,Entry long,2025-06-26 15:57,B=0|T=20250626T1957,22673.25,1,453465,-65,-0.01,30,0.01,-645,-0.14,27650,0.28
4234,Exit long,2025-06-26 16:24,X,22668.75,1,453400,-25,-0.01,50,0.01,-55,-0.01,27625,0.28
4234,Entry long,2025-06-26 16:21,B=1|T=20250626T2021,22670,1,453400,-25,-0.01,50,0.01,-55,-0.01,27625,0.28
4235,Exit long,2025-06-26 16:30,X,22670.25,1,453375,30,0.01,50,0.01,-105,-0.02,27655,0.28
4235,Entry long,2025-06-26 16:24,B=0|T=20250626T2024,22668.75,1,453375,30,0.01,50,0.01,-105,-0.02,27655,0.28
4236,Exit long,2025-06-26 16:39,X,22673,1,453405,55,0.01,135,0.03,0,0.00,27710,0.28
4236,Entry long,2025-06-26 16:30,B=1|T=20250626T2030,22670.25,1,453405,55,0.01,135,0.03,0,0.00,27710,0.28
4237,Exit long,2025-06-26 16:42,X,22675,1,453460,40,0.01,45,0.01,-40,-0.01,27750,0.28
4237,Entry long,2025-06-26 16:39,B=0|T=20250626T2039,22673,1,453460,40,0.01,45,0.01,-40,-0.01,27750,0.28
4238,Exit long,2025-06-26 16:48,X,22675,1,453500,0,0.00,45,0.01,-50,-0.01,27750,0.28
4238,Entry long,2025-06-26 16:42,B=1|T=20250626T2042,22675,1,453500,0,0.00,45,0.01,-50,-0.01,27750,0.28
4239,Exit long,2025-06-26 16:51,X,22676,1,453500,20,0.00,25,0.01,-70,-0.02,27770,0.28
4239,Entry long,2025-06-26 16:48,B=0|T=20250626T2048,22675,1,453500,20,0.00,25,0.01,-70,-0.02,27770,0.28
4240,Exit long,2025-06-26 16:54,X,22667.5,1,453520,-170,-0.04,0,0.00,-170,-0.04,27600,0.28
4240,Entry long,2025-06-26 16:51,B=1|T=20250626T2051,22676,1,453520,-170,-0.04,0,0.00,-170,-0.04,27600,0.28
4241,Exit long,2025-06-26 18:03,X,22684,1,453350,330,0.07,510,0.11,-25,-0.01,27930,0.28
4241,Entry long,2025-06-26 16:54,B=0|T=20250626T2054,22667.5,1,453350,330,0.07,510,0.11,-25,-0.01,27930,0.28
4242,Exit long,2025-06-26 19:06,X,22686.25,1,453680,45,0.01,590,0.13,-60,-0.01,27975,0.28
4242,Entry long,2025-06-26 18:03,B=1|T=20250626T2203,22684,1,453680,45,0.01,590,0.13,-60,-0.01,27975,0.28
4243,Exit long,2025-06-26 19:42,X,22685.5,1,453725,-15,0.00,50,0.01,-300,-0.07,27960,0.28
4243,Entry long,2025-06-26 19:06,B=0|T=20250626T2306,22686.25,1,453725,-15,0.00,50,0.01,-300,-0.07,27960,0.28
4244,Exit long,2025-06-26 19:45,X,22686,1,453710,10,0.00,30,0.01,-65,-0.01,27970,0.28
4244,Entry long,2025-06-26 19:42,B=1|T=20250626T2342,22685.5,1,453710,10,0.00,30,0.01,-65,-0.01,27970,0.28
4245,Exit long,2025-06-26 21:51,X,22685.25,1,453720,-15,0.00,120,0.03,-515,-0.11,27955,0.28
4245,Entry long,2025-06-26 19:45,B=0|T=20250626T2345,22686,1,453720,-15,0.00,120,0.03,-515,-0.11,27955,0.28
4246,Exit long,2025-06-26 21:57,X,22680.5,1,453705,-95,-0.02,90,0.02,-170,-0.04,27860,0.28
4246,Entry long,2025-06-26 21:51,B=1|T=20250627T0151,22685.25,1,453705,-95,-0.02,90,0.02,-170,-0.04,27860,0.28
4247,Exit long,2025-06-26 22:06,X,22684.75,1,453610,85,0.02,85,0.02,-110,-0.02,27945,0.28
4247,Entry long,2025-06-26 21:57,B=0|T=20250627T0157,22680.5,1,453610,85,0.02,85,0.02,-110,-0.02,27945,0.28
4248,Exit long,2025-06-27 00:54,X,22693,1,453695,165,0.04,465,0.10,-45,-0.01,28110,0.28
4248,Entry long,2025-06-26 22:06,B=1|T=20250627T0206,22684.75,1,453695,165,0.04,465,0.10,-45,-0.01,28110,0.28
4249,Exit long,2025-06-27 01:12,X,22700,1,453860,140,0.03,160,0.04,-105,-0.02,28250,0.28
4249,Entry long,2025-06-27 00:54,B=0|T=20250627T0454,22693,1,453860,140,0.03,160,0.04,-105,-0.02,28250,0.28
4250,Exit long,2025-06-27 01:18,X,22696.5,1,454000,-70,-0.02,25,0.01,-150,-0.03,28180,0.28
4250,Entry long,2025-06-27 01:12,B=1|T=20250627T0512,22700,1,454000,-70,-0.02,25,0.01,-150,-0.03,28180,0.28
4251,Exit long,2025-06-27 01:30,X,22702.75,1,453930,125,0.03,140,0.03,-70,-0.02,28305,0.28
4251,Entry long,2025-06-27 01:18,B=0|T=20250627T0518,22696.5,1,453930,125,0.03,140,0.03,-70,-0.02,28305,0.28
4252,Exit long,2025-06-27 04:03,X,22732.75,1,454055,600,0.13,1145,0.25,-95,-0.02,28905,0.29
4252,Entry long,2025-06-27 01:30,B=1|T=20250627T0530,22702.75,1,454055,600,0.13,1145,0.25,-95,-0.02,28905,0.29
4253,Exit long,2025-06-27 04:12,X,22746.25,1,454655,270,0.06,310,0.07,-185,-0.04,29175,0.29
4253,Entry long,2025-06-27 04:03,B=0|T=20250627T0803,22732.75,1,454655,270,0.06,310,0.07,-185,-0.04,29175,0.29
4254,Exit long,2025-06-27 04:15,X,22733.5,1,454925,-255,-0.06,10,0.00,-275,-0.06,28920,0.29
4254,Entry long,2025-06-27 04:12,B=1|T=20250627T0812,22746.25,1,454925,-255,-0.06,10,0.00,-275,-0.06,28920,0.29
4255,Exit long,2025-06-27 04:30,X,22745,1,454670,230,0.05,250,0.05,-105,-0.02,29150,0.29
4255,Entry long,2025-06-27 04:15,B=0|T=20250627T0815,22733.5,1,454670,230,0.05,250,0.05,-105,-0.02,29150,0.29
4256,Exit long,2025-06-27 05:09,X,22731.5,1,454900,-270,-0.06,110,0.02,-305,-0.07,28880,0.29
4256,Entry long,2025-06-27 04:30,B=1|T=20250627T0830,22745,1,454900,-270,-0.06,110,0.02,-305,-0.07,28880,0.29
4257,Exit long,2025-06-27 05:24,X,22740,1,454630,170,0.04,185,0.04,-35,-0.01,29050,0.29
4257,Entry long,2025-06-27 05:09,B=0|T=20250627T0909,22731.5,1,454630,170,0.04,185,0.04,-35,-0.01,29050,0.29
4258,Exit long,2025-06-27 05:33,X,22737,1,454800,-60,-0.01,40,0.01,-95,-0.02,28990,0.29
4258,Entry long,2025-06-27 05:24,B=1|T=20250627T0924,22740,1,454800,-60,-0.01,40,0.01,-95,-0.02,28990,0.29
4259,Exit long,2025-06-27 05:42,X,22739.75,1,454740,55,0.01,155,0.03,-45,-0.01,29045,0.29
4259,Entry long,2025-06-27 05:33,B=0|T=20250627T0933,22737,1,454740,55,0.01,155,0.03,-45,-0.01,29045,0.29
4260,Exit long,2025-06-27 05:45,X,22739,1,454795,-15,0.00,65,0.01,-25,-0.01,29030,0.29
4260,Entry long,2025-06-27 05:42,B=1|T=20250627T0942,22739.75,1,454795,-15,0.00,65,0.01,-25,-0.01,29030,0.29
4261,Exit long,2025-06-27 05:57,X,22745,1,454780,120,0.03,120,0.03,-150,-0.03,29150,0.29
4261,Entry long,2025-06-27 05:45,B=0|T=20250627T0945,22739,1,454780,120,0.03,120,0.03,-150,-0.03,29150,0.29
4262,Exit long,2025-06-27 08:09,X,22763.25,1,454900,365,0.08,860,0.19,-390,-0.09,29515,0.30
4262,Entry long,2025-06-27 05:57,B=1|T=20250627T0957,22745,1,454900,365,0.08,860,0.19,-390,-0.09,29515,0.30
4263,Exit long,2025-06-27 09:54,X,22765.75,1,455265,50,0.01,210,0.05,-1560,-0.34,29565,0.30
4263,Entry long,2025-06-27 08:09,B=0|T=20250627T1209,22763.25,1,455265,50,0.01,210,0.05,-1560,-0.34,29565,0.30
4264,Exit long,2025-06-27 10:54,X,22757.25,1,455315,-170,-0.04,1195,0.26,-275,-0.06,29395,0.29
4264,Entry long,2025-06-27 09:54,B=1|T=20250627T1354,22765.75,1,455315,-170,-0.04,1195,0.26,-275,-0.06,29395,0.29
4265,Exit long,2025-06-27 11:03,X,22768,1,455145,215,0.05,300,0.07,-245,-0.05,29610,0.30
4265,Entry long,2025-06-27 10:54,B=0|T=20250627T1454,22757.25,1,455145,215,0.05,300,0.07,-245,-0.05,29610,0.30
4266,Exit long,2025-06-27 12:18,X,22786.75,1,455360,375,0.08,1040,0.23,-180,-0.04,29985,0.30
4266,Entry long,2025-06-27 11:03,B=1|T=20250627T1503,22768,1,455360,375,0.08,1040,0.23,-180,-0.04,29985,0.30
4267,Exit long,2025-06-27 15:21,X,22673.5,1,455735,-2265,-0.50,250,0.05,-3735,-0.82,27720,0.28
4267,Entry long,2025-06-27 12:18,B=0|T=20250627T1618,22786.75,1,455735,-2265,-0.50,250,0.05,-3735,-0.82,27720,0.28
4268,Exit long,2025-06-29 19:36,X,22813,1,453470,2790,0.62,3470,0.77,-155,-0.03,30510,0.31
4268,Entry long,2025-06-27 15:21,B=1|T=20250627T1921,22673.5,1,453470,2790,0.62,3470,0.77,-155,-0.03,30510,0.31
4269,Exit long,2025-06-29 22:36,X,22854.75,1,456260,835,0.18,875,0.19,-170,-0.04,31345,0.31
4269,Entry long,2025-06-29 19:36,B=0|T=20250629T2336,22813,1,456260,835,0.18,875,0.19,-170,-0.04,31345,0.31
4270,Exit long,2025-06-30 00:51,X,22875.5,1,457095,415,0.09,610,0.13,-50,-0.01,31760,0.32
4270,Entry long,2025-06-29 22:36,B=1|T=20250630T0236,22854.75,1,457095,415,0.09,610,0.13,-50,-0.01,31760,0.32
4271,Exit long,2025-06-30 02:12,X,22892.25,1,457510,335,0.07,375,0.08,-270,-0.06,32095,0.32
4271,Entry long,2025-06-30 00:51,B=0|T=20250630T0451,22875.5,1,457510,335,0.07,375,0.08,-270,-0.06,32095,0.32
4272,Exit long,2025-06-30 02:36,X,22885.75,1,457845,-130,-0.03,185,0.04,-145,-0.03,31965,0.32
4272,Entry long,2025-06-30 02:12,B=1|T=20250630T0612,22892.25,1,457845,-130,-0.03,185,0.04,-145,-0.03,31965,0.32
4273,Exit long,2025-06-30 05:06,X,22881.25,1,457715,-90,-0.02,160,0.03,-730,-0.16,31875,0.32
4273,Entry long,2025-06-30 02:36,B=0|T=20250630T0636,22885.75,1,457715,-90,-0.02,160,0.03,-730,-0.16,31875,0.32
4274,Exit long,2025-06-30 05:57,X,22881.5,1,457625,5,0.00,675,0.15,-55,-0.01,31880,0.32
4274,Entry long,2025-06-30 05:06,B=1|T=20250630T0906,22881.25,1,457625,5,0.00,675,0.15,-55,-0.01,31880,0.32
